CUSTID,COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
5208,one,154961,171,24,466530,557,25,6,very_unsat,very_high,considering,STAY
5209,one,92499,63,56,249062,265,4,1,sat,little,considering,LEAVE
5210,one,34025,0,0,329754,246,1,9,very_unsat,very_high,perhaps,LEAVE
5213,one,50719,189,0,259787,882,25,10,very_sat,very_little,never_thought,LEAVE
5214,one,97409,216,0,334626,385,18,2,very_sat,very_high,considering,LEAVE
5215,zero,24656,189,22,582223,217,20,5,very_unsat,very_little,perhaps,LEAVE
5217,one,81620,201,0,163544,319,11,10,very_sat,little,actively_looking_into_it,LEAVE
5218,zero,46573,60,0,342723,185,0,11,very_unsat,little,actively_looking_into_it,STAY
5219,zero,43846,0,81,686485,211,1,2,very_sat,very_high,perhaps,STAY
5220,zero,125364,0,19,179098,829,0,4,very_sat,very_little,considering,LEAVE
5222,zero,155976,49,20,518660,726,4,2,very_sat,very_high,never_thought,LEAVE
5223,zero,46527,158,0,384756,230,27,4,very_unsat,very_high,actively_looking_into_it,LEAVE
5224,zero,94973,0,17,602674,183,1,6,unsat,little,never_thought,STAY
5228,zero,144496,49,11,489039,581,3,4,very_sat,little,considering,STAY
5229,zero,27494,0,77,515495,171,0,1,avg,very_high,no,LEAVE
5230,zero,48591,215,22,745739,211,14,4,very_sat,avg,actively_looking_into_it,STAY
5233,zero,44347,79,0,851006,170,5,11,very_unsat,very_little,actively_looking_into_it,STAY
5234,zero,34355,0,76,381006,134,1,6,avg,little,actively_looking_into_it,STAY
5235,one,40495,52,83,329441,132,3,2,very_unsat,very_little,never_thought,LEAVE
5237,one,86525,0,17,838231,349,0,6,very_sat,little,considering,STAY
5239,zero,40771,230,0,196170,144,15,11,very_sat,little,actively_looking_into_it,LEAVE
5240,zero,33509,215,0,264925,498,13,12,sat,very_high,perhaps,LEAVE
5241,one,79406,0,13,470605,190,1,5,unsat,very_little,considering,STAY
5243,zero,52645,0,38,548394,274,1,1,very_unsat,very_little,actively_looking_into_it,STAY
5244,one,62262,76,56,163316,816,3,1,avg,little,actively_looking_into_it,STAY
5245,zero,157308,62,28,960788,788,5,1,very_unsat,little,considering,LEAVE
5246,zero,22561,0,0,453577,149,5,2,very_unsat,very_high,considering,LEAVE
5247,one,140445,57,74,500795,755,4,2,very_sat,high,actively_looking_into_it,LEAVE
5248,one,111262,74,73,192802,295,3,1,unsat,little,considering,LEAVE
5249,one,90554,45,58,185362,389,4,2,very_unsat,little,no,STAY
5250,one,111760,0,16,213409,732,4,6,very_sat,very_high,actively_looking_into_it,STAY
5254,zero,21308,0,61,264309,222,1,1,very_sat,very_little,no,LEAVE
5255,zero,157215,194,0,477844,625,17,2,very_unsat,little,never_thought,LEAVE
5257,zero,76601,0,74,283111,394,1,2,unsat,very_little,no,STAY
5258,one,80079,211,79,429735,346,29,1,sat,very_high,considering,STAY
5260,one,111479,50,0,687056,437,5,15,very_unsat,very_high,perhaps,STAY
5264,zero,154572,0,13,237884,637,4,4,very_unsat,very_high,actively_looking_into_it,STAY
5266,zero,38331,62,0,948249,228,4,5,unsat,very_high,actively_looking_into_it,LEAVE
5268,zero,66477,122,56,273423,289,23,2,very_unsat,little,actively_looking_into_it,LEAVE
5270,one,42238,62,15,285937,231,3,6,sat,avg,no,LEAVE
5272,zero,88570,52,18,239475,328,3,9,very_unsat,avg,actively_looking_into_it,LEAVE
5275,zero,35724,234,77,933298,194,25,1,very_unsat,little,no,STAY
5276,one,40562,0,0,152017,281,12,9,very_sat,very_little,considering,LEAVE
5277,one,32668,0,11,562700,217,0,6,very_sat,very_little,considering,LEAVE
5278,one,65794,0,13,157144,296,0,9,very_sat,very_high,no,STAY
5279,one,122156,47,7,924308,658,3,5,very_sat,very_little,considering,LEAVE
5280,one,97245,0,74,258275,376,1,2,very_unsat,little,considering,LEAVE
5281,zero,72709,218,24,701852,268,18,5,unsat,little,considering,STAY
5282,zero,27266,71,0,293557,702,4,6,very_unsat,little,perhaps,STAY
5283,zero,153416,64,33,391959,648,5,1,very_unsat,very_little,considering,LEAVE
5284,one,33476,0,0,239068,229,1,9,very_sat,very_little,considering,LEAVE
5285,one,32845,247,49,367980,247,16,1,sat,little,considering,LEAVE
5287,zero,82788,65,0,325356,297,3,10,unsat,high,considering,STAY
5288,zero,123157,44,54,289663,710,1,2,very_unsat,very_little,actively_looking_into_it,LEAVE
5289,one,43147,0,27,738568,137,1,1,unsat,very_little,considering,STAY
5290,zero,75351,61,60,678399,393,5,1,avg,high,considering,STAY
5292,zero,32530,58,52,560291,151,3,1,very_unsat,very_high,never_thought,STAY
5293,zero,133838,0,0,168361,562,0,8,very_sat,little,no,STAY
5294,zero,116680,189,0,212073,611,28,10,very_unsat,very_high,considering,LEAVE
5295,one,133914,195,42,834988,613,19,2,very_unsat,high,actively_looking_into_it,LEAVE
5296,one,123532,148,22,442543,890,25,6,very_sat,little,no,LEAVE
5299,zero,108623,51,0,770171,657,0,15,unsat,very_little,considering,LEAVE
5300,zero,57169,0,21,236150,311,0,4,unsat,little,actively_looking_into_it,STAY
5301,zero,24665,68,56,211453,135,3,2,very_unsat,little,considering,LEAVE
5302,one,73544,0,0,496718,704,0,14,very_sat,very_little,no,LEAVE
5304,zero,89473,49,73,619500,391,4,2,very_unsat,very_high,considering,STAY
5305,zero,154262,0,57,253093,410,0,2,very_unsat,very_little,considering,LEAVE
5307,one,158809,0,44,680163,580,0,4,sat,very_high,considering,STAY
5309,zero,72075,72,6,227360,384,3,6,very_unsat,high,no,LEAVE
5312,one,60572,66,0,735103,255,4,15,avg,little,considering,LEAVE
5313,one,111171,202,48,572241,896,10,2,very_sat,very_high,considering,LEAVE
5314,one,56615,0,23,233996,328,0,4,unsat,little,considering,STAY
5315,zero,47103,66,55,380384,136,5,2,avg,little,never_thought,LEAVE
5317,zero,119517,204,75,470672,487,17,2,avg,avg,never_thought,LEAVE
5318,zero,146195,207,6,248122,807,15,4,very_unsat,very_high,no,LEAVE
5319,zero,51574,177,5,172963,153,20,14,unsat,very_little,no,LEAVE
5320,zero,35570,210,42,945176,194,12,2,very_sat,very_high,considering,STAY
5321,one,49672,40,0,680455,195,5,15,unsat,little,actively_looking_into_it,STAY
5322,one,95948,243,34,858158,847,10,1,very_unsat,little,actively_looking_into_it,STAY
5323,one,85593,220,72,617756,163,29,1,very_unsat,very_little,considering,STAY
5325,one,79784,0,0,249283,347,1,8,unsat,very_high,considering,STAY
5326,one,30025,0,0,446951,166,1,14,avg,very_high,actively_looking_into_it,LEAVE
5327,zero,80295,71,0,204585,327,4,15,very_sat,little,perhaps,STAY
5329,one,47229,189,0,314512,162,15,11,very_unsat,very_little,actively_looking_into_it,LEAVE
5330,one,24589,0,14,510657,177,1,5,very_sat,little,perhaps,STAY
5332,zero,35059,239,6,364913,207,24,4,very_unsat,very_high,considering,STAY
5333,zero,119676,59,64,453144,552,5,2,very_sat,very_high,considering,LEAVE
5334,zero,44332,57,0,425325,238,4,11,very_sat,very_little,never_thought,STAY
5335,one,154285,0,0,622554,222,0,13,unsat,very_high,considering,LEAVE
5336,zero,77025,196,0,788434,259,10,12,very_sat,little,considering,LEAVE
5337,one,158682,88,5,295784,563,4,6,very_sat,little,considering,LEAVE
5338,zero,75076,0,22,807913,283,1,4,very_unsat,very_high,considering,STAY
5339,one,41418,0,78,314337,134,0,2,very_unsat,little,actively_looking_into_it,STAY
5340,zero,47866,0,81,325192,175,1,1,very_unsat,high,considering,LEAVE
5345,one,44034,0,0,526366,184,0,14,unsat,very_little,no,LEAVE
5346,zero,136411,0,0,219530,442,4,11,very_unsat,high,perhaps,LEAVE
5348,zero,44490,37,0,430083,247,5,15,unsat,very_high,considering,LEAVE
5349,one,57014,46,7,195007,359,3,5,very_sat,little,considering,STAY
5350,zero,54656,45,84,908324,279,20,2,very_sat,little,considering,STAY
5351,zero,37144,73,0,528821,232,5,1,unsat,very_high,actively_looking_into_it,LEAVE
5352,one,116783,188,0,593806,721,12,14,very_unsat,very_little,perhaps,LEAVE
5353,one,26857,0,7,200444,227,5,4,very_sat,little,actively_looking_into_it,STAY
5354,zero,23539,0,11,851271,245,0,5,very_sat,little,never_thought,STAY
5355,one,93721,220,0,213499,364,25,11,sat,very_high,considering,STAY
5356,one,156951,189,65,247517,829,12,2,avg,high,never_thought,LEAVE
5359,zero,122059,234,20,315883,154,14,4,very_sat,very_little,considering,LEAVE
5360,zero,137483,53,69,923776,765,3,1,very_sat,high,actively_looking_into_it,STAY
5362,zero,90533,49,20,319839,378,5,5,very_unsat,very_high,considering,LEAVE
5363,zero,42074,78,56,341193,149,3,1,avg,very_little,perhaps,LEAVE
5364,zero,85544,149,0,383739,252,11,15,very_sat,high,considering,STAY
5366,zero,51486,66,0,465988,265,3,11,very_unsat,little,considering,STAY
5367,zero,75485,0,34,232237,328,3,2,unsat,avg,considering,STAY
5368,one,38202,204,17,317873,546,11,13,very_sat,very_high,perhaps,LEAVE
5369,one,111987,246,56,945427,730,29,2,very_unsat,little,actively_looking_into_it,LEAVE
5370,zero,67191,184,49,214960,336,26,2,very_unsat,high,never_thought,LEAVE
5372,zero,92390,232,62,370332,355,26,1,unsat,little,considering,STAY
5373,one,83250,0,19,294486,339,1,5,unsat,very_high,considering,STAY
5374,one,52984,236,50,868179,257,20,2,very_unsat,little,considering,STAY
5375,one,42709,162,0,656107,236,11,13,unsat,very_little,no,STAY
5376,zero,55018,224,29,204359,253,24,2,very_unsat,little,no,LEAVE
5377,zero,37423,84,18,293969,384,3,5,very_unsat,little,considering,STAY
5378,one,67532,166,0,413941,397,20,9,very_sat,little,considering,LEAVE
5379,one,21824,175,74,972571,241,1,2,sat,little,no,LEAVE
5381,one,154182,256,52,160253,308,4,2,very_unsat,high,no,LEAVE
5382,zero,60030,69,0,393821,370,4,10,very_unsat,very_little,no,STAY
5383,zero,130104,0,54,521143,423,1,2,very_sat,very_little,actively_looking_into_it,STAY
5384,zero,118678,40,23,162076,372,4,4,very_unsat,very_little,perhaps,STAY
5385,one,20728,0,42,860572,242,0,1,avg,very_high,no,LEAVE
5386,one,40533,221,33,511128,236,13,8,very_unsat,very_high,considering,LEAVE
5387,one,23071,222,87,357847,144,14,2,very_unsat,avg,considering,LEAVE
5390,one,61294,0,21,709178,392,1,5,very_sat,very_high,no,STAY
5391,zero,22114,0,0,649945,185,0,11,very_unsat,little,no,STAY
5392,one,115605,176,33,303528,719,24,2,very_sat,little,no,LEAVE
5393,zero,89581,169,12,461344,328,15,5,very_unsat,very_little,actively_looking_into_it,LEAVE
5394,zero,117849,0,58,464448,403,1,2,unsat,avg,considering,STAY
5395,one,124904,134,47,316770,653,21,2,very_unsat,very_high,never_thought,LEAVE
5397,zero,121528,171,11,650520,434,3,5,very_unsat,little,actively_looking_into_it,LEAVE
5398,zero,123110,0,25,172674,706,1,2,very_unsat,avg,no,LEAVE
5400,zero,134543,0,0,483269,505,0,10,very_sat,very_little,actively_looking_into_it,STAY
5401,one,87714,0,0,240507,384,0,10,unsat,high,considering,STAY
5403,one,134893,0,0,549315,733,0,10,very_sat,little,never_thought,STAY
5404,zero,59051,201,7,331889,318,23,6,very_unsat,little,no,LEAVE
5405,one,122382,0,79,520273,844,1,1,unsat,very_high,no,LEAVE
5406,zero,151305,218,0,216339,604,27,14,very_unsat,little,actively_looking_into_it,LEAVE
5408,one,131330,0,10,214982,730,1,4,very_unsat,very_little,considering,STAY
5409,one,26424,0,15,710513,164,0,6,very_unsat,very_high,actively_looking_into_it,STAY
5410,zero,81478,0,89,171493,803,0,1,unsat,very_little,considering,STAY
5412,one,26253,50,37,785648,145,5,2,very_sat,little,considering,LEAVE
5413,zero,57806,0,0,587015,344,0,12,very_unsat,very_high,actively_looking_into_it,LEAVE
5414,one,60890,59,84,433703,302,3,2,very_sat,avg,no,LEAVE
5416,zero,72708,0,0,904574,291,0,8,very_unsat,little,no,STAY
5417,zero,20551,0,75,293828,482,0,1,very_unsat,little,actively_looking_into_it,STAY
5419,zero,119503,206,7,203213,727,12,4,very_unsat,little,considering,LEAVE
5421,one,29493,62,15,827007,798,3,6,very_unsat,little,actively_looking_into_it,STAY
5422,zero,113787,58,23,223622,546,4,6,avg,very_high,considering,STAY
5423,zero,111917,179,0,924662,448,13,8,unsat,little,considering,LEAVE
5425,zero,39473,0,18,168086,198,1,5,very_sat,very_high,never_thought,STAY
5426,one,156142,54,0,867904,728,5,12,very_sat,very_high,considering,STAY
5427,one,20950,0,21,791522,239,0,5,very_unsat,very_little,considering,STAY
5428,zero,44309,0,73,458991,148,0,1,very_unsat,very_high,no,STAY
5429,zero,72566,0,7,742719,440,1,5,avg,very_little,no,STAY
5431,one,100756,0,19,217646,402,0,5,very_unsat,very_high,considering,STAY
5432,one,103733,256,11,899271,801,19,4,avg,little,considering,LEAVE
5434,one,63888,15,17,644341,268,4,4,very_unsat,avg,no,LEAVE
5435,one,53044,43,6,424653,321,3,5,unsat,very_little,actively_looking_into_it,LEAVE
5436,one,67922,257,9,711386,390,16,5,avg,very_high,considering,STAY
5437,one,30371,91,30,870545,233,3,1,unsat,very_little,never_thought,STAY
5438,zero,141913,205,30,358466,756,18,1,unsat,little,considering,LEAVE
5441,one,155637,24,0,796132,429,4,10,very_unsat,little,considering,LEAVE
5442,one,126269,189,79,267676,722,5,2,unsat,very_high,no,LEAVE
5443,zero,34200,108,66,180900,233,12,1,very_unsat,little,considering,LEAVE
5444,one,146374,228,0,218088,605,0,13,very_unsat,little,no,LEAVE
5445,zero,140923,0,12,948889,423,0,5,very_unsat,very_high,considering,STAY
5446,zero,102613,0,0,590242,615,1,10,very_unsat,avg,no,LEAVE
5448,zero,75249,51,0,266409,261,4,13,very_unsat,very_high,considering,STAY
5449,zero,107983,197,0,196471,826,29,8,very_unsat,very_high,no,LEAVE
5450,zero,54308,205,23,530559,334,15,12,avg,little,actively_looking_into_it,LEAVE
5451,one,20552,207,78,154382,187,12,14,very_sat,very_little,considering,STAY
5452,zero,45452,0,57,402685,234,1,1,very_sat,very_high,actively_looking_into_it,LEAVE
5453,zero,20709,234,56,597773,393,16,1,very_unsat,little,actively_looking_into_it,LEAVE
5454,one,71290,0,19,812139,285,0,6,avg,high,actively_looking_into_it,LEAVE
5455,one,81872,260,20,167940,294,13,5,very_sat,very_high,perhaps,LEAVE
5457,one,37605,29,0,157521,161,3,12,very_unsat,very_high,considering,LEAVE
5458,zero,44073,48,24,525082,167,3,5,very_unsat,very_little,considering,STAY
5459,one,146102,0,51,236068,356,4,1,very_unsat,little,actively_looking_into_it,STAY
5460,one,41490,199,44,154312,134,20,2,very_sat,little,perhaps,LEAVE
5461,zero,159944,199,11,986345,899,1,6,very_unsat,little,perhaps,LEAVE
5462,zero,125717,52,84,468902,789,4,6,unsat,very_high,no,LEAVE
5464,zero,21802,0,64,324174,140,1,2,very_sat,little,considering,LEAVE
5465,zero,22870,211,22,398668,242,18,4,unsat,very_little,no,LEAVE
5466,one,60414,203,87,291594,340,10,1,very_unsat,high,never_thought,STAY
5467,zero,36712,52,88,261379,204,5,15,sat,little,perhaps,STAY
5469,zero,88957,167,20,990729,359,28,5,sat,little,actively_looking_into_it,LEAVE
5470,zero,151994,193,60,628559,705,23,5,very_unsat,little,never_thought,LEAVE
5471,zero,66274,70,16,925709,251,3,4,unsat,very_high,actively_looking_into_it,STAY
5472,zero,156332,0,5,339529,440,1,6,very_sat,little,no,STAY
5473,zero,67342,159,48,383122,312,16,1,very_unsat,very_little,considering,LEAVE
5474,one,82406,0,45,245955,383,1,1,avg,very_little,considering,LEAVE
5475,one,99562,0,24,459988,261,1,5,avg,little,actively_looking_into_it,STAY
5478,zero,22651,0,73,616475,181,0,1,very_unsat,very_high,no,LEAVE
5479,one,28156,71,5,199278,225,3,6,very_unsat,very_little,no,LEAVE
5480,one,24438,0,0,152753,191,1,15,very_sat,little,actively_looking_into_it,STAY
5481,zero,100864,48,12,168675,568,3,5,unsat,little,never_thought,STAY
5482,one,96243,221,0,588136,391,13,8,very_sat,very_high,considering,LEAVE
5483,one,130301,202,0,331995,898,3,14,very_sat,very_little,actively_looking_into_it,STAY
5484,one,114972,28,17,853228,231,4,2,very_sat,little,considering,STAY
5485,one,23251,192,19,486488,227,26,4,very_sat,very_little,perhaps,LEAVE
5486,zero,61501,30,42,454283,358,5,2,very_sat,little,perhaps,LEAVE
5487,one,45351,59,86,250369,143,4,2,avg,little,perhaps,STAY
5488,one,34558,0,15,434300,243,1,6,very_sat,avg,no,LEAVE
5489,zero,89901,0,81,459086,362,1,2,very_unsat,very_high,considering,STAY
5491,one,139539,0,0,307175,267,3,8,very_unsat,little,actively_looking_into_it,LEAVE
5494,zero,58361,74,59,253744,259,5,2,very_sat,little,never_thought,STAY
5496,one,20584,0,13,464468,168,0,6,very_unsat,very_high,actively_looking_into_it,STAY
5498,zero,21771,61,0,154360,193,4,14,very_unsat,very_high,no,STAY
5500,one,91787,51,0,227614,277,0,13,unsat,very_high,no,LEAVE
5501,zero,133049,0,86,945876,645,0,1,avg,little,no,LEAVE
5503,one,122047,177,47,291376,678,26,2,very_unsat,very_high,actively_looking_into_it,LEAVE
5504,one,26807,0,14,668690,135,1,4,very_unsat,avg,actively_looking_into_it,STAY
5506,zero,150319,253,11,775211,540,22,6,very_sat,very_high,no,LEAVE
5507,one,75120,257,43,154249,309,18,1,unsat,very_high,actively_looking_into_it,STAY
5508,one,74527,69,0,202532,355,5,8,very_sat,little,actively_looking_into_it,STAY
5509,zero,60781,0,0,483714,278,1,13,very_sat,very_little,considering,LEAVE
5510,one,73320,0,8,550000,352,1,5,unsat,little,actively_looking_into_it,STAY
5511,one,103746,153,65,150116,746,17,1,very_unsat,little,no,LEAVE
5512,one,49772,0,0,297517,168,1,14,very_unsat,very_little,no,LEAVE
5513,one,85837,0,0,888467,348,0,12,unsat,very_little,considering,STAY
5516,one,92605,238,13,183749,309,3,5,very_unsat,very_little,no,LEAVE
5517,one,124054,0,5,318375,471,1,5,very_unsat,very_high,actively_looking_into_it,STAY
5521,one,97033,138,28,710559,311,10,2,unsat,high,considering,STAY
5522,zero,24701,193,0,692399,215,20,10,very_unsat,little,no,STAY
5523,zero,108732,0,41,182807,615,1,2,unsat,little,considering,STAY
5524,one,116984,205,42,202350,711,21,10,very_unsat,little,no,STAY
5527,zero,56463,68,0,267782,292,3,6,very_unsat,very_high,considering,LEAVE
5530,zero,35694,79,0,362699,131,3,10,avg,little,actively_looking_into_it,STAY
5531,one,39933,233,6,890564,156,5,4,very_unsat,high,actively_looking_into_it,STAY
5532,zero,34467,0,0,266852,179,0,8,very_unsat,little,actively_looking_into_it,STAY
5533,zero,126928,243,0,526495,760,15,9,avg,very_high,considering,LEAVE
5534,zero,49514,68,12,344518,194,5,10,unsat,very_high,perhaps,LEAVE
5535,one,25965,0,77,220490,225,0,2,unsat,little,actively_looking_into_it,STAY
5536,zero,100170,0,0,190624,878,1,11,very_sat,high,considering,LEAVE
5537,one,148330,38,20,290554,729,5,6,very_unsat,high,perhaps,LEAVE
5538,one,124794,180,42,490763,736,10,2,unsat,very_little,considering,LEAVE
5540,zero,47738,71,0,232091,199,3,13,avg,little,considering,LEAVE
5542,one,149681,219,27,606971,722,27,1,very_unsat,very_high,considering,STAY
5543,one,41185,0,0,515357,183,0,10,very_unsat,high,considering,STAY
5545,zero,40274,181,26,310749,147,21,1,very_unsat,very_high,considering,LEAVE
5547,one,86796,0,21,186999,281,1,6,avg,little,considering,STAY
5550,zero,110096,209,30,497119,784,22,2,very_sat,very_high,considering,LEAVE
5551,one,31625,0,24,877714,238,0,5,unsat,very_high,considering,STAY
5553,one,22818,0,21,214415,218,1,4,very_sat,very_little,never_thought,STAY
5554,one,75295,0,0,942279,397,0,10,unsat,little,actively_looking_into_it,STAY
5555,one,51467,175,0,569885,375,28,12,very_unsat,very_little,considering,LEAVE
5556,one,101063,61,52,669958,313,4,2,very_unsat,little,actively_looking_into_it,LEAVE
5557,one,27110,58,45,393866,135,3,2,very_sat,little,actively_looking_into_it,STAY
5558,zero,32285,0,7,190793,227,1,5,very_unsat,very_high,considering,LEAVE
5560,zero,103350,56,0,963067,184,5,11,very_unsat,very_little,perhaps,STAY
